player_id,team_year_id
s/schrode01,OKC/2020
f/fournev01,ORL/2020
v/vucevni01,ORL/2020
m/moranja01,MEM/2020
w/willilo02,LAC/2020
b/brookdi01,MEM/2020
w/wiggian01,MIN/2020
w/wiggian01,GSW/2020
h/harremo01,LAC/2020
e/embiijo01,PHI/2020
h/holidjr01,NOP/2020
p/porzikr01,DAL/2020
g/gallida01,OKC/2020
b/brownja02,BOS/2020
b/butleji01,MIA/2020
s/sabondo01,IND/2020
a/adebaba01,MIA/2020
g/grahade01,CHO/2020
w/walkeke02,BOS/2020
r/roziete01,CHO/2020
l/lowryky01,TOR/2020
c/curryst01,GSW/2021
l/lillada01,POR/2021
b/bealbr01,WAS/2021
d/doncilu01,DAL/2021
a/antetgi01,MIL/2021
b/bookede01,PHO/2021
r/randlju01,NYK/2021
t/tatumja01,BOS/2021
w/willizi01,NOP/2021
v/vucevni01,ORL/2021
v/vucevni01,CHI/2021
y/youngtr01,ATL/2021
l/lavinza01,CHI/2021
f/foxde01,SAC/2021
s/sextoco01,CLE/2021
e/embiijo01,PHI/2021
i/irvinky01,BRK/2021
i/ingrabr01,NOP/2021
w/westbru01,WAS/2021
b/brownja02,BOS/2021
r/roziete01,CHO/2021
m/mitchdo01,UTA/2021
e/edwaran01,MIN/2021
m/middlkh01,MIL/2021
w/wiggian01,GSW/2021
d/derozde01,SAS/2021
l/leonaka01,LAC/2021
p/powelno01,TOR/2021
p/powelno01,POR/2021
b/barrerj01,NYK/2021
s/sabondo01,IND/2021
g/georgpa01,LAC/2021
c/clarkjo01,UTA/2021
t/townska01,MIN/2021
b/bogdabo02,UTA/2021
h/harrito02,PHI/2021
g/grantje01,DET/2021
m/moranja01,MEM/2021
a/adebaba01,MIA/2021
s/siakapa01,TOR/2021
b/brogdma01,IND/2021
h/hieldbu01,SAC/2021
h/hardati02,DAL/2021
p/portemi01,DEN/2021
b/brookdi01,MEM/2021
p/paulch01,PHO/2021
j/jamesle01,LAL/2021
b/butleji01,MIA/2021
c/collijo01,ATL/2021
y/youngtr01,ATL/2022
d/derozde01,CHI/2022
e/embiijo01,PHI/2022
t/tatumja01,BOS/2022
a/antetgi01,MIL/2022
d/doncilu01,DAL/2022
b/bookede01,PHO/2022
t/townska01,MIN/2022
m/mitchdo01,UTA/2022
j/jamesle01,LAL/2022
d/duranke01,BRK/2022
l/lavinza01,CHI/2022
c/curryst01,GSW/2022
b/bridgmi02,CHO/2022
m/moranja01,MEM/2022
b/brownja02,BOS/2022
s/siakapa01,TOR/2022
e/edwaran01,MIN/2022
b/ballla01,CHO/2022
g/garlada01,CLE/2022
r/randlju01,NYK/2022
w/westbru01,LAL/2022
m/murrade01,SAS/2022
h/hardeja01,BRK/2022
h/hardeja01,PHI/2022
r/roziete01,CHO/2022
p/poolejo01,GSW/2022
b/barrerj01,NYK/2022
b/banede01,MEM/2022
g/gilgesh01,OKC/2022
m/mccolcj01,POR/2022
m/mccolcj01,NOP/2022
f/foxde01,SAC/2022
h/herroty01,MIA/2022
m/middlkh01,MIL/2022
b/beysa01,DET/2022
v/vanvlfr01,TOR/2022
v/valanjo01,NOP/2022
m/maxeyty01,PHI/2022
v/vucevni01,CHI/2022
b/brunsja01,DAL/2022
t/trentga02,TOR/2022
j/johnske04,SAS/2022
j/jacksja02,MEM/2022
c/clarkjo01,UTA/2022
b/barneha02,SAC/2022
h/hieldbu01,SAC/2022
h/hieldbu01,IND/2022
j/jacksre01,LAC/2022
t/tatumja01,BOS/2023
d/doncilu01,DAL/2023
g/gilgesh01,OKC/2023
a/antetgi01,MIL/2023
e/edwaran01,MIN/2023
r/randlju01,NYK/2023
m/mitchdo01,CLE/2023
y/youngtr01,ATL/2023
l/lavinza01,CHI/2023
l/lillada01,POR/2023
f/foxde01,SAC/2023
d/derozde01,CHI/2023
b/brownja02,BOS/2023
s/siakapa01,TOR/2023
m/markkla01,UTA/2023
j/jokicni01,DEN/2023
g/greenja05,HOU/2023
p/poolejo01,GSW/2023
b/bridgmi01,PHO/2023
b/bridgmi01,BRK/2023
c/curryst01,GSW/2023
b/brunsja01,NYK/2023
i/irvinky01,BRK/2023
i/irvinky01,DAL/2023
m/moranja01,MEM/2023
j/jamesle01,LAL/2023
m/mccolcj01,NOP/2023
a/adebaba01,MIA/2023
m/murrade01,ATL/2023
s/sabondo01,SAC/2023
t/thompkl01,GSW/2023
p/porzikr01,WAS/2023
g/garlada01,CLE/2023
w/wagnefr01,ORL/2023
b/bookede01,PHO/2023
b/butleji01,MIA/2023
d/davisan02,LAL/2023
v/vucevni01,CHI/2023
b/banchpa01,ORL/2023
b/barrerj01,NYK/2023
j/johnske04,SAS/2023
d/dinwisp01,DAL/2023
d/dinwisp01,BRK/2023
d/duranke01,BRK/2023
d/duranke01,PHO/2023
k/kuzmaky01,WAS/2023
h/herroty01,MIA/2023
h/hieldbu01,IND/2023
v/vanvlfr01,TOR/2023
d/doncilu01,DAL/2024
g/gilgesh01,OKC/2024
a/antetgi01,MIL/2024
b/brunsja01,NYK/2024
e/edwaran01,MIN/2024
d/duranke01,PHO/2024
t/tatumja01,BOS/2024
f/foxde01,SAC/2024
c/curryst01,GSW/2024
d/derozde01,CHI/2024
d/davisan02,LAL/2024
b/bookede01,PHO/2024
j/jamesle01,LAL/2024
m/maxeyty01,PHI/2024
b/banchpa01,ORL/2024
l/lillada01,MIL/2024
m/murrade01,ATL/2024
s/siakapa01,TOR/2024
s/siakapa01,IND/2024
g/georgpa01,LAC/2024
l/leonaka01,LAC/2024
b/brownja02,BOS/2024
g/greenja05,HOU/2024
b/bridgmi01,BRK/2024
w/willizi01,NOP/2024
s/sabondo01,SAC/2024
k/kuzmaky01,WAS/2024
w/wembavi01,SAS/2024
w/whiteco01,CHI/2024
i/irvinky01,DAL/2024
j/jacksja02,MEM/2024
t/thomaca02,BRK/2024
m/mitchdo01,CLE/2024
s/sextoco01,UTA/2024
b/bridgmi02,CHO/2024
w/wagnefr01,ORL/2024
c/cunnica01,DET/2024
h/halibty01,IND/2024
y/youngtr01,ATL/2024
t/thompkl01,GSW/2024
v/vucevni01,CHI/2024
r/russeda01,LAL/2024
a/adebaba01,MIA/2024
h/holmgch01,OKC/2024
p/poolejo01,WAS/2024
p/portemi01,DEN/2024
w/willija06,OKC/2024
e/embiijo01,PHI/2024
t/townska01,MIN/2024
a/antetth01,MIL/2020
b/bendedr01,MIL/2020
b/bledser01,MIL/2020
b/brownst02,MIL/2020
c/connapa01,MIL/2020
d/divindo01,MIL/2020
h/hillge01,MIL/2020
i/ilyaser01,MIL/2020
k/korveky01,MIL/2020
l/lopezbr01,MIL/2020
l/lopezro01,MIL/2020
m/masonfr01,MIL/2020
m/matthwe02,MIL/2020
w/willima02,MIL/2020
w/wilsodj01,MIL/2020
a/anunoog01,TOR/2020
b/bouchch01,TOR/2020
b/brissos01,TOR/2020
d/daviste02,TOR/2020
g/gasolma01,TOR/2020
h/hernade01,TOR/2020
h/holliro01,TOR/2020
i/ibakase01,TOR/2020
j/johnsst04,TOR/2020
m/mccawpa01,TOR/2020
m/millema01,TOR/2020
p/pondssh01,TOR/2020
p/powelno01,TOR/2020
t/thomama02,TOR/2020
v/vanvlfr01,TOR/2020
w/watsopa01,TOR/2020
a/azubuud01,UTA/2021
b/brantja01,UTA/2021
c/conlemi01,UTA/2021
f/favorde01,UTA/2021
f/forretr01,UTA/2021
g/goberru01,UTA/2021
h/harrish01,UTA/2021
h/hugheel01,UTA/2021
i/ilyaser01,UTA/2021
i/inglejo01,UTA/2021
m/morgaju01,UTA/2021
n/niangge01,UTA/2021
o/onealro01,UTA/2021
o/onimi01,UTA/2021
t/thomama02,UTA/2021
a/alexaty01,PHO/2021
a/aytonde01,PHO/2021
b/bridgmi01,PHO/2021
c/carteje01,PHO/2021
c/craigto01,PHO/2021
c/crowdja01,PHO/2021
g/gallola01,PHO/2021
j/johnsca02,PHO/2021
j/jonesda03,PHO/2021
k/kaminfr01,PHO/2021
m/mooreet01,PHO/2021
n/naderab01,PHO/2021
p/payneca01,PHO/2021
s/saricda01,PHO/2021
s/smithja04,PHO/2021
a/aytonde01,PHO/2022
b/basspa01,PHO/2022
b/biyombi01,PHO/2022
b/bridgmi01,PHO/2022
c/craigto01,PHO/2022
c/crowdja01,PHO/2022
h/holidaa01,PHO/2022
h/hutchch01,PHO/2022
j/jacksju01,PHO/2022
j/johnsca02,PHO/2022
k/kaminfr01,PHO/2022
l/lundbga01,PHO/2022
m/mcgeeja01,PHO/2022
n/naderab01,PHO/2022
p/paulch01,PHO/2022
p/payneca01,PHO/2022
p/paytoel01,PHO/2022
s/shamela01,PHO/2022
s/smithja04,PHO/2022
t/terryem01,PHO/2022
w/wainris01,PHO/2022
w/walkemj01,PHO/2022
a/adamsst01,MEM/2022
a/aldamsa01,MEM/2022
a/anderky01,MEM/2022
b/brookdi01,MEM/2022
b/buchash01,MEM/2022
c/clarkbr01,MEM/2022
c/culveja01,MEM/2022
j/jeffrda01,MEM/2022
j/jonesty01,MEM/2022
k/konchjo01,MEM/2022
m/mathida01,MEM/2022
m/meltode01,MEM/2022
m/merrisa01,MEM/2022
p/ponsyv01,MEM/2022
s/sneedxa01,MEM/2022
t/terryty01,MEM/2022
t/teskejo01,MEM/2022
t/tilliki02,MEM/2022
t/tillmxa01,MEM/2022
w/willizi02,MEM/2022
a/allengr01,MIL/2023
a/antetth01,MIL/2023
b/beaucma01,MIL/2023
c/carteje01,MIL/2023
c/connapa01,MIL/2023
c/crowdja01,MIL/2023
d/dragigo01,MIL/2023
g/greenaj01,MIL/2023
h/hillge01,MIL/2023
h/holidjr01,MIL/2023
i/ibakase01,MIL/2023
i/inglejo01,MIL/2023
l/leoname01,MIL/2023
l/lopezbr01,MIL/2023
m/mamuksa01,MIL/2023
m/matthwe02,MIL/2023
m/middlkh01,MIL/2023
n/nworajo01,MIL/2023
p/portibo01,MIL/2023
w/wiggili01,MIL/2023
b/brogdma01,BOS/2023
c/champju01,BOS/2023
d/davisjd01,BOS/2023
g/griffbl01,BOS/2023
h/hausesa01,BOS/2023
h/horfoal01,BOS/2023
j/jacksju01,BOS/2023
k/kabenmf01,BOS/2023
k/kornelu01,BOS/2023
m/muscami01,BOS/2023
p/pritcpa01,BOS/2023
s/smartma01,BOS/2023
v/vonleno01,BOS/2023
w/whitede01,BOS/2023
w/willigr01,BOS/2023
w/williro04,BOS/2023
b/bantoda01,BOS/2024
b/brissos01,BOS/2024
d/davisjd01,BOS/2024
h/hausesa01,BOS/2024
h/holidjr01,BOS/2024
h/horfoal01,BOS/2024
k/kornelu01,BOS/2024
m/mykhasv01,BOS/2024
p/peterdr01,BOS/2024
p/porzikr01,BOS/2024
p/pritcpa01,BOS/2024
q/quetane01,BOS/2024
s/sprinja01,BOS/2024
s/stevela01,BOS/2024
t/tillmxa01,BOS/2024
w/walshjo01,BOS/2024
w/whitede01,BOS/2024
b/braunch01,DEN/2024
c/caldwke01,DEN/2024
g/gilleco01,DEN/2024
g/gordoaa01,DEN/2024
h/holidju01,DEN/2024
h/huffja01,DEN/2024
j/jacksre01,DEN/2024
j/jordade01,DEN/2024
k/keybr01,DEN/2024
m/murraja01,DEN/2024
n/nnajize01,DEN/2024
p/pickeja02,DEN/2024
s/strawju01,DEN/2024
t/tysonhu01,DEN/2024
w/watsope01,DEN/2024
